customer,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,emailsclick,avgorder,ordfreq,paperless,refill,doorstep,favday,city
6820,1,08/06/2011,08/06/2011,15/05/2012,44,9.090909091,0.0,0,63.16,0.005847953,0,0,0,Friday,BOM
6821,1,27/04/2011,27/04/2011,27/04/2011,16,0.0,0.0,0,18.86,0.0,0,0,0,Monday,BOM
6822,1,01/02/2010,17/02/2010,07/12/2010,16,0.0,0.0,0,70.34,0.010238908,0,0,0,Thursday,DEL
6823,1,08/03/2012,29/07/2012,29/08/2012,47,0.0,0.0,0,34.34,0.161290323,1,0,0,Thursday,DEL
6824,1,09/06/2013,03/10/2013,03/10/2013,35,8.571428571,0.028571428569999998,0,133.18,0.0,1,0,0,Saturday,MAA
6825,1,12/10/2011,12/10/2011,07/06/2012,47,2.127659574,0.0,0,55.73,0.041841004,1,0,0,Friday,DEL
6826,1,06/08/2012,06/08/2012,08/08/2012,45,2.222222222,0.0,0,37.23,1.0,0,0,0,Wednesday,BOM
6827,1,08/07/2011,06/02/2012,06/02/2012,45,4.444444444,0.0,0,53.84,0.0,0,0,0,Wednesday,BOM
6828,1,15/06/2013,24/07/2013,24/07/2013,44,0.0,0.0,0,53.69,0.0,1,0,0,Monday,BOM
6829,0,17/06/2010,05/07/2010,05/07/2010,0,0.0,0.0,0,22.69,0.0,0,0,0,Tuesday,DEL
6830,0,19/07/2011,28/09/2011,21/05/2012,43,2.325581395,0.0,0,42.68,0.016949153,0,0,0,Wednesday,BOM
6831,1,10/12/2010,10/12/2010,26/01/2011,44,9.090909091,0.0,0,127.32,0.042553191,0,0,0,Friday,DEL
6832,1,08/12/2011,26/06/2012,22/07/2012,41,24.3902439,0.0243902439,0,84.9,0.115384615,0,0,0,Monday,BOM
6833,0,29/04/2011,07/08/2012,19/11/2012,0,0.0,0.0,0,57.98,0.076923077,1,0,0,Tuesday,DEL
6834,1,14/05/2011,16/05/2011,16/05/2011,41,9.756097561,0.0243902439,0,61.42,0.0,0,0,0,Tuesday,BOM
6835,1,13/05/2011,14/11/2011,14/11/2011,45,0.0,0.0,0,51.55,0.0,0,0,0,Tuesday,BOM
6836,0,05/03/2011,16/03/2011,11/01/2012,0,0.0,0.0,0,96.38,0.023255814,1,0,0,Wednesday,DEL
6837,1,19/12/2010,29/01/2011,01/04/2012,46,8.695652174,0.0,0,60.43,0.03271028,0,0,0,Tuesday,DEL
6838,0,18/09/2012,18/09/2012,18/09/2012,13,84.61538462,0.0,0,50.17,0.0,0,0,0,Wednesday,DEL
6839,1,27/08/2010,13/09/2010,13/09/2010,45,2.222222222,0.0,0,85.29,0.0,0,0,0,Wednesday,DEL
6840,1,25/09/2010,28/10/2010,05/01/2011,16,0.0,0.0,0,138.67,0.043478261,0,0,0,Thursday,DEL
6841,1,20/07/2011,21/07/2011,08/08/2011,16,0.0,0.0,0,52.9,0.111111111,0,0,0,Monday,BOM
6842,0,19/04/2010,19/04/2010,03/05/2010,0,0.0,0.0,0,34.06,0.214285714,0,0,0,Tuesday,DEL
6843,0,30/07/2010,11/03/2012,26/03/2012,0,0.0,0.0,0,23.78,0.133333333,0,0,0,Tuesday,BOM
6844,1,16/12/2012,16/12/2012,16/12/2012,39,33.33333333,0.0,0,42.67,0.0,0,0,0,Thursday,DEL
6845,0,11/06/2012,11/06/2012,11/06/2012,0,0.0,0.0,0,49.56,0.0,0,0,0,Wednesday,BOM
6846,0,03/08/2011,13/10/2013,10/11/2013,0,0.0,0.0,0,144.79,0.142857143,1,1,0,Monday,BOM
6847,1,29/08/2011,02/09/2011,03/02/2012,38,7.894736842,0.02631578947,0,55.46,0.025974026,0,0,0,Friday,DEL
6848,0,31/08/2010,13/10/2010,05/01/2011,0,0.0,0.0,0,43.53,0.071428571,0,0,0,Wednesday,DEL
6849,1,13/05/2011,14/05/2011,14/05/2011,16,0.0,0.0,0,55.47,0.0,0,0,0,Tuesday,BOM
6850,0,10/02/2011,07/04/2011,07/04/2011,0,0.0,0.0,0,5.11,0.0,0,0,0,Friday,BOM
6851,0,28/08/2012,20/07/2012,04/12/2012,0,0.0,0.0,0,34.6,0.109489051,1,0,0,Sunday,MAA
6852,1,21/03/2011,11/04/2011,20/08/2012,46,23.91304348,0.04347826086999999,0,164.05,0.022132797,0,0,0,Tuesday,BOM
6853,1,23/02/2012,01/05/2012,15/08/2012,45,0.0,0.0,0,35.76,0.028301887,0,0,0,Wednesday,BOM
6854,0,28/08/2012,26/07/2012,26/07/2012,0,0.0,0.0,0,146.15,0.0,0,0,0,Sunday,MAA
6855,1,30/04/2009,30/04/2009,27/05/2010,16,0.0,0.0,0,19.5,0.005102041,0,0,0,Friday,DEL
6856,1,13/05/2011,17/05/2011,17/05/2011,16,0.0,0.0,0,53.98,0.0,0,0,0,Wednesday,BOM
6857,1,17/10/2010,18/07/2013,12/09/2013,31,87.09677419,0.03225806452,0,71.13,0.035714286,0,0,0,Friday,BOM
6858,1,28/08/2012,16/08/2012,15/10/2012,35,2.857142857,0.0,0,75.89,0.033333333,0,0,0,Sunday,BLR
6859,1,16/07/2010,19/09/2010,03/10/2010,41,24.3902439,0.0243902439,0,59.19,0.142857143,0,0,0,Tuesday,BOM
6860,1,19/01/2012,19/01/2012,04/10/2012,45,0.0,0.0,0,88.15,0.007722008,0,0,0,Thursday,BOM
6861,1,27/10/2010,08/12/2010,25/01/2011,16,0.0,0.0,0,229.98,0.041666667,0,0,0,Wednesday,BOM
6862,0,28/08/2012,23/08/2012,23/08/2012,0,0.0,0.0,0,95.29,0.0,0,0,0,Sunday,BLR
6863,1,11/10/2012,11/10/2012,11/10/2012,42,16.66666667,0.02380952381,0,58.7,0.0,0,0,0,Friday,BOM
6864,1,08/09/2011,08/09/2011,13/01/2014,48,12.5,0.020833333330000002,0,40.36,0.002331002,0,0,0,Thursday,DEL
6865,1,13/09/2010,13/11/2013,13/11/2013,44,20.45454545,0.06818181818,0,86.12,0.0,0,0,0,Thursday,DEL
6866,1,03/09/2010,08/09/2010,14/11/2012,44,4.545454545,0.0,0,65.82,0.003759398,0,0,0,Thursday,DEL
6867,0,14/07/2012,14/07/2012,15/09/2012,0,0.0,0.0,0,124.26,0.095238095,0,0,0,Monday,BOM
6868,0,26/11/2012,12/12/2012,06/08/2013,0,0.0,0.0,0,73.88,0.008438819,0,0,0,Thursday,DEL
6869,1,06/10/2011,06/10/2011,17/11/2011,42,35.71428571,0.16666666670000002,1,53.62,0.095238095,0,0,0,Thursday,DEL
6870,1,28/08/2012,02/08/2012,16/08/2012,36,0.0,0.0,0,39.47,0.142857143,1,0,0,Sunday,MAA
6871,0,01/07/2009,01/07/2009,01/07/2009,0,0.0,0.0,0,20.44,0.0,0,0,0,Thursday,DEL
6872,0,16/09/2011,11/10/2011,11/10/2011,12,8.333333333,0.0,0,53.93,0.0,0,0,0,Thursday,BOM
6873,1,15/05/2011,05/09/2011,05/09/2011,16,0.0,0.0,0,53.02,0.0,0,0,0,Tuesday,DEL
6874,0,17/05/2011,17/05/2011,23/05/2011,0,0.0,0.0,0,50.68,0.333333333,0,0,0,Wednesday,BOM
6875,1,07/12/2009,04/01/2010,13/10/2013,41,29.26829268,0.1707317073,1,24.62,0.010159652,0,0,0,Monday,DEL
6876,1,17/05/2012,17/05/2012,17/05/2012,39,64.1025641,0.0,0,69.82,0.0,0,0,0,Friday,BOM
6877,0,22/02/2010,01/03/2010,15/03/2010,0,0.0,0.0,0,26.24,0.214285714,0,0,0,Monday,DEL
6878,1,12/10/2011,19/11/2013,19/11/2013,35,31.42857143,0.1142857143,1,47.15,0.0,0,1,0,Wednesday,DEL
6879,1,28/08/2012,24/10/2013,24/10/2013,35,20.0,0.028571428569999998,0,56.6,0.0,1,0,0,Monday,BOM
6880,1,03/03/2011,29/08/2011,18/11/2013,53,7.547169811,0.056603773579999996,0,61.82,0.007389163,0,0,0,Thursday,DEL
6881,1,04/04/2013,19/01/2014,19/01/2014,43,9.302325581,0.06976744186,0,89.45,0.0,0,0,0,Tuesday,MAA
6882,1,14/05/2012,15/05/2012,15/05/2012,45,0.0,0.0,0,100.92,0.0,1,0,0,Friday,BOM
6883,1,11/09/2012,12/09/2012,12/09/2012,45,0.0,0.0,0,80.67,0.0,0,0,0,Thursday,BOM
6884,1,23/05/2012,23/05/2012,23/05/2012,43,6.976744186,0.02325581395,0,81.05,0.0,0,0,0,Wednesday,DEL
6885,0,18/05/2011,13/06/2011,13/06/2011,3,33.33333333,0.0,0,50.01,0.0,0,0,0,Monday,DEL
6886,1,09/11/2011,10/11/2011,10/11/2011,16,0.0,0.0,0,52.04,0.0,0,0,0,Thursday,DEL
6887,0,15/11/2010,14/08/2011,14/08/2011,0,0.0,0.0,0,60.38,0.0,0,0,0,Tuesday,DEL
6888,1,30/10/2012,01/11/2012,15/11/2012,32,62.5,0.0,0,88.72,0.214285714,0,0,0,Friday,BOM
6889,1,18/10/2011,06/11/2011,16/04/2012,47,2.127659574,0.0,0,138.56,0.024691358,0,0,0,Monday,BOM
6890,1,15/12/2009,11/02/2010,15/12/2010,18,0.0,0.0,0,40.45,0.016286645,0,0,0,Friday,DEL
6891,1,08/03/2010,26/04/2010,03/05/2010,40,12.5,0.025,0,108.74,0.285714286,0,0,0,Tuesday,DEL
6892,0,28/08/2012,20/07/2012,20/07/2012,0,0.0,0.0,0,69.01,0.0,0,0,0,Sunday,DEL
6893,0,28/07/2011,29/07/2011,29/07/2011,0,0.0,0.0,0,29.56,0.0,0,0,0,Friday,BOM
6894,1,31/01/2010,08/02/2010,08/02/2010,35,2.857142857,0.028571428569999998,0,39.63,0.0,0,0,0,Tuesday,DEL
6895,1,01/06/2011,01/06/2011,17/06/2011,16,0.0,0.0,0,103.24,0.125,0,0,0,Wednesday,BOM
6896,1,15/09/2012,29/09/2012,19/10/2012,36,0.0,0.0,0,48.46,0.15,0,0,0,Sunday,MAA
6897,1,06/06/2011,12/07/2011,05/11/2012,45,2.222222222,0.0,0,74.6,0.006224066,0,0,0,Tuesday,DEL
6898,1,24/07/2011,25/07/2011,25/07/2011,41,34.14634146,0.09756097561,1,65.91,0.0,0,0,0,Tuesday,DEL
6899,1,13/11/2011,13/11/2011,13/11/2011,45,2.222222222,0.0,0,52.09,0.0,0,0,0,Monday,BOM
6900,1,25/10/2010,26/10/2010,26/10/2010,45,2.222222222,0.02222222222,0,53.44,0.0,0,0,0,Wednesday,DEL
6901,1,16/01/2012,16/01/2012,14/03/2012,44,9.090909091,0.02272727273,0,23.24,0.051724138,1,0,0,Wednesday,DEL
6902,0,09/06/2011,23/06/2011,13/07/2011,0,0.0,0.0,0,55.9,0.1,0,0,0,Friday,BOM
6903,1,05/07/2011,05/07/2011,05/07/2011,43,9.302325581,0.02325581395,0,52.63,0.0,0,0,0,Tuesday,DEL
6904,0,21/09/2011,21/09/2011,14/03/2012,4,75.0,0.0,0,37.1,0.045714286,0,0,0,Thursday,BOM
6905,0,28/08/2012,16/01/2014,16/01/2014,2,100.0,1.0,1,35.0,0.0,0,0,0,Thursday,MAA
6906,0,30/10/2010,19/01/2011,23/05/2011,0,0.0,0.0,0,75.52,0.024193548,0,0,0,Wednesday,DEL
6907,1,29/12/2011,01/03/2012,24/05/2012,30,90.0,0.0,0,74.52,0.023809524,0,0,0,Friday,DEL
6908,0,03/11/2011,03/11/2011,04/01/2012,0,0.0,0.0,0,18.27,0.048387097,0,0,0,Friday,BOM
6909,1,26/04/2013,26/12/2013,26/12/2013,49,14.28571429,0.08163265305999999,1,135.14,0.0,0,0,0,Friday,BOM
6910,1,15/11/2011,15/11/2011,15/11/2011,16,0.0,0.0,0,53.87,0.0,0,0,0,Tuesday,BOM
6911,1,07/11/2011,14/11/2011,14/11/2011,45,6.666666667,0.02222222222,0,52.4,0.0,0,0,0,Wednesday,BOM
6912,0,28/08/2012,23/08/2012,23/08/2012,0,0.0,0.0,0,43.88,0.0,0,0,0,Sunday,DEL
6913,1,07/11/2011,17/11/2011,07/12/2011,38,44.73684211,0.02631578947,0,27.0,0.15,0,0,0,Friday,BOM
6914,1,04/10/2012,07/10/2012,07/10/2012,45,0.0,0.0,0,55.07,0.0,0,0,0,Monday,BOM
6915,1,23/03/2011,30/03/2011,30/03/2011,42,35.71428571,0.0,0,125.0,0.0,0,0,0,Friday,BOM
6916,1,28/08/2012,21/08/2012,21/08/2012,45,0.0,0.0,0,30.0,0.0,0,0,0,Thursday,MAA
6917,0,24/05/2012,24/05/2012,27/06/2012,0,0.0,0.0,0,84.21,0.088235294,0,0,0,Thursday,DEL
6918,1,20/11/2012,20/11/2012,04/12/2012,44,2.272727273,0.0,0,66.01,0.142857143,0,0,0,Tuesday,BOM
6919,1,24/10/2011,25/10/2011,25/10/2011,16,0.0,0.0,0,60.62,0.0,0,0,0,Wednesday,BOM
6920,1,08/01/2010,22/02/2010,22/02/2010,45,0.0,0.0,0,41.56,0.0,0,0,0,Tuesday,DEL
6921,0,31/05/2011,05/06/2011,05/06/2011,0,0.0,0.0,0,51.15,0.0,0,0,0,Thursday,BOM
6922,0,19/09/2010,23/02/2012,23/02/2012,0,0.0,0.0,0,98.99,0.0,0,0,0,Friday,DEL
6923,0,25/07/2011,25/07/2011,25/07/2011,0,0.0,0.0,0,51.22,0.0,0,0,0,Tuesday,BOM
6924,1,13/08/2012,13/08/2012,13/08/2012,45,2.222222222,0.0,0,55.93,0.0,0,0,0,Monday,BOM
6925,1,28/07/2011,28/08/2011,29/09/2011,32,0.0,0.0,0,139.9,0.125,0,0,0,Monday,DEL
6926,0,04/02/2011,04/02/2011,25/03/2012,0,0.0,0.0,0,61.68,0.012048193,0,0,0,Monday,DEL
6927,0,04/01/2012,04/01/2012,04/01/2012,0,0.0,0.0,0,80.06,0.0,0,0,0,Thursday,BOM
6928,0,06/01/2009,26/10/2009,23/07/2010,0,0.0,0.0,0,17.94,0.02962963,0,0,0,Friday,DEL
6929,0,08/09/2012,23/09/2012,23/09/2012,0,0.0,0.0,0,84.69,0.0,1,0,0,Tuesday,MAA
6930,0,21/06/2013,17/07/2013,17/07/2013,0,0.0,0.0,0,105.13,0.0,0,0,0,Thursday,BLR
6931,0,18/04/2011,11/07/2011,09/08/2012,6,16.66666667,0.0,0,81.11,0.025316456,0,0,0,Thursday,BOM
6932,0,25/10/2011,25/10/2011,25/10/2011,0,0.0,0.0,0,27.47,0.0,0,0,0,Tuesday,DEL
6933,1,11/10/2011,13/10/2011,20/01/2012,39,58.97435897,0.0,0,48.91,0.04040404,0,0,0,Friday,BOM
6934,1,28/06/2013,14/01/2014,14/01/2014,37,78.37837838,0.1351351351,1,66.37,0.0,1,1,0,Thursday,BOM
6935,0,07/12/2009,07/12/2009,07/12/2009,0,0.0,0.0,0,22.47,0.0,0,0,0,Monday,DEL
6936,0,24/08/2010,25/10/2011,25/10/2011,0,0.0,0.0,0,50.9,0.0,0,0,0,Wednesday,BOM
6937,0,09/07/2009,12/01/2011,12/01/2011,0,0.0,0.0,0,116.9,0.0,0,0,0,Friday,DEL
6938,0,28/08/2012,23/08/2012,23/08/2012,0,0.0,0.0,0,35.75,0.0,0,0,0,Sunday,MAA
6939,1,23/02/2012,23/02/2012,22/05/2012,47,12.76595745,0.06382978723,0,27.97,0.04494382,0,0,0,Wednesday,BOM
6940,0,20/06/2011,24/06/2011,24/06/2011,0,0.0,0.0,0,57.04,0.0,0,0,0,Monday,DEL
6941,1,22/08/2012,22/08/2012,31/10/2012,44,4.545454545,0.04545454545,0,70.23,0.042857143,0,0,0,Thursday,DEL
6942,0,07/01/2010,28/10/2010,27/12/2010,0,0.0,0.0,0,229.66,0.1,0,0,0,Friday,DEL
6943,1,15/08/2010,15/08/2010,15/08/2010,45,0.0,0.0,0,31.85,0.0,1,0,0,Thursday,BOM
6944,0,01/05/2012,01/05/2012,01/05/2012,0,0.0,0.0,0,178.51,0.0,0,0,0,Wednesday,BOM
6945,1,15/09/2012,17/09/2012,17/09/2012,42,30.95238095,0.02380952381,0,50.31,0.0,0,0,0,Tuesday,DEL
6946,1,09/11/2011,09/11/2011,09/11/2011,44,18.18181818,0.02272727273,0,216.43,0.0,0,0,0,Thursday,BOM
6947,1,28/08/2012,16/09/2012,05/11/2012,47,6.382978723,0.02127659574,0,63.51,0.1,0,0,0,Tuesday,MAA
6948,1,19/05/2012,07/09/2013,22/09/2013,37,8.108108108,0.08108108107999999,1,44.68,0.133333333,0,0,0,Monday,DEL
6949,1,13/05/2011,16/05/2011,08/08/2013,46,28.26086957,0.04347826086999999,0,87.55,0.008588957,0,0,0,Thursday,BOM
6950,1,15/08/2010,23/08/2010,21/09/2011,46,6.52173913,0.0,0,64.43,0.017766497,0,0,0,Monday,DEL
6951,0,18/08/2010,25/05/2011,25/05/2011,0,0.0,0.0,0,308.36,0.0,0,0,0,Thursday,DEL
6952,0,28/08/2012,26/07/2012,02/08/2012,0,0.0,0.0,0,47.86,0.285714286,0,0,0,Sunday,MAA
6953,1,22/03/2013,24/11/2013,24/11/2013,46,8.695652174,0.04347826086999999,0,71.85,0.0,0,0,0,Tuesday,BOM
6954,1,09/03/2012,11/03/2012,11/03/2012,44,9.090909091,0.0,0,10.25,0.0,0,0,0,Monday,BOM
6955,0,12/09/2008,12/09/2008,12/09/2008,0,0.0,0.0,0,61.4,0.0,0,0,0,Thursday,DEL
6956,0,13/05/2011,07/06/2011,07/06/2011,0,0.0,0.0,0,50.43,0.0,0,0,0,Wednesday,BOM
6957,1,12/01/2010,12/02/2010,04/12/2012,49,4.081632653,0.040816326529999995,0,83.11,0.004873294,0,0,0,Friday,DEL
6958,1,10/01/2010,18/01/2010,17/09/2013,37,59.45945946,0.054054054049999994,0,103.61,0.005979073,0,0,0,Tuesday,DEL
6959,1,03/01/2011,09/05/2011,24/04/2012,19,0.0,0.0,0,147.86,0.034188034,0,0,0,Tuesday,BOM
6960,1,17/05/2011,20/07/2011,20/07/2011,43,13.95348837,0.0,0,51.74,0.0,0,0,0,Thursday,BOM
6961,0,07/02/2010,19/04/2010,03/05/2010,0,0.0,0.0,0,11.49,0.642857143,0,0,0,Monday,DEL
6962,0,31/01/2012,10/05/2012,04/08/2013,0,0.0,0.0,0,81.64,0.00443459,0,0,0,Thursday,DEL
6963,1,05/10/2011,05/10/2011,07/11/2011,44,2.272727273,0.0,0,51.42,0.060606061,0,0,0,Wednesday,BOM
6964,0,10/07/2010,31/08/2010,17/05/2011,0,0.0,0.0,0,48.23,0.007722008,0,0,0,Tuesday,DEL
6965,1,13/05/2011,14/05/2011,23/05/2011,44,6.818181818,0.02272727273,0,79.34,0.222222222,1,0,0,Tuesday,BOM
6966,0,29/09/2011,29/09/2011,29/09/2011,0,0.0,0.0,0,50.95,0.0,0,0,0,Friday,BOM
6967,0,30/08/2010,30/08/2010,30/08/2010,0,0.0,0.0,0,44.9,0.0,0,0,0,Tuesday,DEL
6968,1,01/08/2011,01/08/2011,01/08/2011,45,2.222222222,0.0,0,106.46,0.0,0,0,0,Monday,BOM
6969,1,06/07/2013,22/07/2013,22/07/2013,46,6.52173913,0.0,0,44.8,0.0,1,0,0,Tuesday,BOM
6970,1,09/01/2011,11/03/2011,11/10/2012,46,15.2173913,0.0,0,101.76,0.05,0,0,0,Friday,BOM
6971,1,05/08/2008,19/05/2009,21/07/2010,45,17.77777778,0.04444444444,0,45.55,0.009345794,0,0,0,Tuesday,DEL
6972,1,13/06/2011,13/06/2011,26/10/2011,46,21.73913043,0.04347826086999999,0,93.94,0.037037037,0,0,0,Wednesday,BOM
6973,0,13/05/2012,13/05/2012,10/09/2012,6,33.33333333,0.0,0,42.47,0.083333333,0,0,0,Monday,DEL
6974,1,09/01/2011,31/01/2011,31/01/2011,45,8.888888889,0.02222222222,0,70.82,0.0,0,0,0,Monday,DEL
6975,1,24/10/2011,15/11/2011,15/11/2011,16,0.0,0.0,0,58.81,0.0,0,0,0,Thursday,BOM
6976,0,16/05/2011,12/11/2011,12/11/2011,5,20.0,0.0,0,72.08,0.0,0,0,0,Monday,BOM
6977,0,02/02/2010,03/02/2010,03/02/2010,0,0.0,0.0,0,184.54,0.0,0,0,0,Wednesday,DEL
6978,0,18/09/2011,18/09/2011,18/10/2011,18,61.11111111,0.0,0,101.88,0.066666667,0,0,0,Monday,BOM
6979,1,19/05/2011,31/05/2011,20/10/2011,16,0.0,0.0,0,51.38,0.014084507,0,0,0,Thursday,DEL
6980,1,01/06/2012,13/06/2012,09/08/2012,46,8.695652174,0.0,0,93.73,0.070175439,0,0,0,Friday,BOM
6981,0,19/10/2010,22/12/2010,22/12/2010,0,0.0,0.0,0,0.71,0.0,0,0,0,Wednesday,BOM
6982,1,24/08/2010,13/01/2014,13/01/2014,42,4.761904762,0.0,0,48.01,0.0,0,1,0,Tuesday,DEL
6983,1,21/03/2010,04/10/2010,02/12/2013,52,0.0,0.0,0,159.27,0.014718615,1,0,0,Tuesday,DEL
6984,1,13/05/2011,14/05/2011,14/05/2011,16,0.0,0.0,0,100.68,0.0,0,0,0,Monday,BOM
6985,1,09/08/2011,09/08/2011,09/08/2011,31,0.0,0.0,0,51.3,0.0,0,0,0,Thursday,BOM
6986,0,29/10/2010,07/11/2013,07/11/2013,0,0.0,0.0,0,40.02,0.0,0,0,0,Friday,DEL
6987,0,29/11/2012,29/11/2012,29/11/2012,0,0.0,0.0,0,113.45,0.0,0,0,0,Friday,DEL
6988,0,11/11/2009,22/11/2009,22/11/2009,0,0.0,0.0,0,56.46,0.0,0,0,0,Monday,DEL
6989,1,28/08/2012,14/11/2012,14/11/2012,42,7.142857143,0.0,0,140.93,0.0,1,0,0,Wednesday,MAA
6990,0,18/09/2010,18/09/2010,28/12/2010,0,0.0,0.0,0,27.21,0.03960396,0,0,0,Wednesday,DEL
6991,1,16/04/2009,16/04/2009,16/04/2009,16,0.0,0.0,0,35.77,0.0,0,0,0,Friday,DEL
6992,0,29/09/2011,05/10/2011,05/10/2011,0,0.0,0.0,0,46.8,0.0,0,0,0,Thursday,DEL
6993,0,04/02/2010,24/02/2010,14/04/2010,0,0.0,0.0,0,11.85,0.12244898,0,0,0,Wednesday,DEL
6994,0,11/05/2012,12/05/2012,12/05/2012,0,0.0,0.0,0,51.85,0.0,0,0,0,Wednesday,BOM
6995,0,28/08/2012,18/08/2013,18/08/2013,0,0.0,0.0,0,46.36,0.0,1,0,0,Tuesday,MAA
6996,0,23/10/2011,23/10/2011,21/11/2011,0,0.0,0.0,0,53.29,0.068965517,0,0,0,Monday,BOM
6997,0,22/09/2009,05/11/2009,28/01/2010,0,0.0,0.0,0,60.23,0.023809524,0,0,0,Friday,DEL
6998,1,25/05/2013,10/07/2013,10/07/2013,32,56.25,0.0,0,65.74,0.0,1,0,0,Saturday,MAA
6999,1,18/07/2011,19/07/2011,19/07/2011,44,6.818181818,0.02272727273,0,54.81,0.0,1,0,0,Wednesday,BOM
7000,0,28/08/2012,24/07/2012,25/09/2012,33,18.18181818,0.06060606061,0,47.69,0.111111111,0,0,0,Thursday,MAA
7001,1,15/03/2012,15/03/2012,15/03/2012,16,0.0,0.0,0,12.95,0.0,0,0,0,Friday,DEL
7002,1,13/06/2011,27/06/2011,27/06/2011,16,0.0,0.0,0,57.91,0.0,0,0,0,Monday,BOM
7003,1,19/11/2012,25/10/2013,25/10/2013,40,15.0,0.0,0,25.0,0.0,1,0,1,Tuesday,MAA
7004,0,20/07/2011,26/07/2011,19/09/2011,0,0.0,0.0,0,61.61,0.036363636,0,0,0,Wednesday,DEL
7005,1,24/07/2010,24/07/2010,24/07/2010,45,0.0,0.0,0,5.82,0.0,0,0,0,Monday,DEL
7006,1,21/03/2012,21/03/2012,15/11/2012,48,2.083333333,0.020833333330000002,0,145.53,0.020920502,0,0,0,Thursday,DEL
7007,1,09/11/2011,14/11/2011,14/11/2011,16,0.0,0.0,0,50.53,0.0,0,0,0,Tuesday,BOM
7008,1,11/05/2010,11/05/2010,11/05/2010,16,0.0,0.0,0,51.89,0.0,0,0,0,Wednesday,DEL
7009,1,05/06/2012,05/06/2012,01/11/2012,36,72.22222222,0.0,0,88.18,0.026845638,0,0,0,Tuesday,DEL
7010,0,09/05/2011,13/09/2013,13/09/2013,0,0.0,0.0,0,40.25,0.0,0,0,0,Tuesday,BOM
7011,0,22/02/2010,11/04/2010,11/04/2010,0,0.0,0.0,0,14.29,0.0,0,0,0,Monday,DEL
7012,1,24/09/2012,25/09/2012,27/09/2012,43,18.60465116,0.0,0,23.9,1.0,0,0,0,Tuesday,DEL
7013,0,23/09/2011,05/11/2011,05/11/2011,0,0.0,0.0,0,51.02,0.0,0,0,0,Monday,BOM
7014,0,31/03/2009,31/03/2009,31/03/2009,0,0.0,0.0,0,12.93,0.0,0,0,0,Tuesday,DEL
7015,1,04/09/2012,04/09/2012,04/09/2012,42,7.142857143,0.02380952381,0,100.81,0.0,0,0,0,Tuesday,DEL
7016,1,04/09/2011,05/09/2011,03/12/2013,45,6.666666667,0.04444444444,0,110.5,0.002439024,0,0,0,Tuesday,BOM
7017,0,13/10/2011,19/10/2011,11/04/2012,0,0.0,0.0,0,15.18,0.068571429,1,0,0,Thursday,BOM
7018,0,11/04/2011,13/04/2011,29/08/2011,0,0.0,0.0,0,68.88,0.028985507,0,0,0,Monday,DEL
7019,1,16/05/2011,16/05/2011,16/05/2011,16,0.0,0.0,0,66.38,0.0,0,0,0,Tuesday,BOM
7020,0,04/08/2010,01/03/2011,24/07/2011,0,0.0,0.0,0,41.3,0.013793103,0,0,0,Wednesday,BOM
7021,1,10/07/2009,07/04/2011,15/07/2011,18,0.0,0.0,0,80.29,0.161616162,0,0,0,Friday,DEL
7022,1,06/12/2010,06/12/2010,13/09/2011,36,47.22222222,0.0,0,60.19,0.010676157,1,0,0,Wednesday,DEL
7023,1,05/06/2012,06/06/2012,04/07/2012,46,0.0,0.0,0,86.23,0.107142857,0,0,0,Wednesday,DEL
7024,1,03/10/2011,03/10/2011,03/10/2011,42,9.523809524,0.04761904762,0,60.84,0.0,0,0,0,Wednesday,DEL
7025,0,15/11/2009,15/11/2009,15/11/2009,0,0.0,0.0,0,74.68,0.0,0,0,0,Monday,DEL
7026,0,30/05/2012,31/05/2012,27/06/2012,0,0.0,0.0,0,54.81,0.111111111,1,0,0,Thursday,BOM
7027,0,07/02/2012,07/02/2012,27/03/2012,10,0.0,0.0,0,71.28,0.040816327,0,0,0,Tuesday,DEL
7028,1,26/06/2012,26/06/2012,26/06/2012,46,4.347826087,0.0,0,51.63,0.0,0,0,0,Monday,DEL
7029,1,14/11/2012,14/11/2012,14/11/2012,44,2.272727273,0.0,0,71.75,0.0,0,0,0,Wednesday,BOM
7030,1,05/10/2011,16/11/2011,16/11/2011,45,8.888888889,0.02222222222,0,57.3,0.0,0,0,0,Thursday,BOM
7031,1,06/04/2013,20/10/2013,20/10/2013,42,4.761904762,0.0,0,29.32,0.0,0,0,0,Monday,BOM
7032,1,03/03/2012,15/05/2012,15/05/2012,45,0.0,0.0,0,131.37,0.0,0,0,0,Wednesday,BOM
7033,1,28/08/2012,07/09/2013,27/10/2013,31,51.61290323,0.03225806452,0,233.55,0.1,0,0,0,Monday,BOM
7034,1,13/11/2011,13/11/2011,27/08/2013,47,0.0,0.0,0,72.8,0.009188361,0,0,0,Monday,BOM
7035,1,05/09/2012,09/09/2012,05/11/2012,45,6.666666667,0.04444444444,0,52.21,0.157894737,0,0,0,Monday,BOM
7036,1,28/08/2012,20/07/2012,23/08/2012,36,0.0,0.0,0,61.95,0.058823529,0,0,0,Sunday,MAA
7037,1,12/02/2012,05/03/2012,14/05/2012,47,0.0,0.0,0,42.65,0.085714286,0,0,0,Monday,DEL
7038,1,22/08/2011,19/09/2011,19/09/2011,45,11.11111111,0.0,0,56.27,0.0,0,0,0,Tuesday,BOM
